filepath,SAC,WAC,STC,WTC,SCC,WCC,Correct
Mutation_Detected\Rules\Mutated\STC\STC_OwnTracks_6_4_1.txt,0,0,1,0,0,0,1
Mutation_Detected\Rules\Mutated\STC\STC_OwnTracks_6_5_1.txt,1,0,1,0,0,0,1
Mutation_Detected\Rules\Mutated\STC\STC_WateringSystem_0_1_1.txt,0,0,1,0,0,0,1
Mutation_Detected\Rules\Mutated\STC\STC_WateringSystem_0_1_2.txt,0,0,1,0,0,0,1
Mutation_Detected\Rules\Mutated\STC\STC_WateringSystem_0_1_3.txt,0,0,1,0,0,0,1
Mutation_Detected\Rules\Mutated\STC\STC_WateringSystem_0_1_4.txt,0,0,1,0,0,0,1
Mutation_Detected\Rules\Mutated\STC\STC_WateringSystem_0_1_5.txt,0,0,1,0,0,0,1
Mutation_Detected\Rules\Mutated\STC\STC_WateringSystem_0_1_6.txt,0,0,1,0,0,0,1
Mutation_Detected\Rules\Mutated\STC\STC_WateringSystem_0_6_1.txt,0,1,1,0,0,0,1
Mutation_Detected\Rules\Mutated\STC\STC_WateringSystem_0_6_2.txt,0,1,1,0,0,0,1
Mutation_Detected\Rules\Mutated\STC\STC_WateringSystem_0_6_3.txt,0,1,1,0,0,0,1
Mutation_Detected\Rules\Mutated\STC\STC_WateringSystem_1_0_1.txt,0,0,1,0,0,0,1
Mutation_Detected\Rules\Mutated\STC\STC_WateringSystem_1_6_1.txt,0,0,1,0,0,0,1
Mutation_Detected\Rules\Mutated\STC\STC_WateringSystem_6_0_1.txt,0,1,1,1,0,0,1
Mutation_Detected\Rules\Mutated\STC\STC_WateringSystem_6_0_2.txt,0,1,1,1,0,0,1
Mutation_Detected\Rules\Mutated\STC\STC_WateringSystem_6_0_3.txt,0,1,1,1,0,0,1
Mutation_Detected\Rules\Mutated\STC\STC_WateringSystem_6_0_4.txt,0,1,1,1,0,0,1
Mutation_Detected\Rules\Mutated\STC\STC_WateringSystem_6_1_1.txt,0,0,1,1,0,0,1
Mutation_Detected\Rules\Mutated\STC\STC_WateringSystem_6_1_2.txt,0,0,1,1,0,0,1
Mutation_Detected\Rules\Mutated\STC\STC_WateringSystem_6_1_3.txt,0,0,1,1,0,0,1
Mutation_Detected\Rules\Mutated\STC\STC_WateringSystem_6_1_4.txt,0,0,1,1,0,0,1
Mutation_Detected\Rules\Mutated\STC\STC_WateringSystem_6_1_5.txt,0,0,1,1,0,0,1
Mutation_Detected\Rules\Mutated\STC\STC_WateringSystem_6_1_6.txt,0,0,1,1,0,0,1
Mutation_Detected\Rules\Mutated\STC\STC_WateringSystem_6_1_7.txt,0,0,1,1,0,0,1
Mutation_Detected\Rules\Mutated\STC\STC_WateringSystem_6_1_8.txt,0,0,1,1,0,0,1
Mutation_Detected\Rules\Mutated\WAC\WAC_demo_0_2_1.txt,0,1,0,0,0,0,1
Mutation_Detected\Rules\Mutated\WAC\WAC_demo_0_4_1.txt,0,1,0,0,0,0,1
Mutation_Detected\Rules\Mutated\WAC\WAC_demo_0_5_1.txt,0,1,0,0,0,0,1
Mutation_Detected\Rules\Mutated\WAC\WAC_demo_0_6_1.txt,0,1,0,0,0,0,1
Mutation_Detected\Rules\Mutated\WAC\WAC_demo_1_2_1.txt,0,1,0,0,0,0,1
Mutation_Detected\Rules\Mutated\WAC\WAC_demo_1_4_1.txt,0,1,0,0,0,0,1
Mutation_Detected\Rules\Mutated\WAC\WAC_demo_1_5_1.txt,0,1,0,0,0,0,1
Mutation_Detected\Rules\Mutated\WAC\WAC_demo_1_6_1.txt,0,1,0,0,0,0,1
Mutation_Detected\Rules\Mutated\WAC\WAC_demo_3_2_1.txt,0,1,0,0,0,0,1
Mutation_Detected\Rules\Mutated\WAC\WAC_demo_3_2_2.txt,0,1,0,0,0,0,1
Mutation_Detected\Rules\Mutated\WAC\WAC_demo_3_4_1.txt,0,1,0,0,0,0,1
Mutation_Detected\Rules\Mutated\WAC\WAC_demo_3_4_2.txt,0,1,0,0,0,0,1
Mutation_Detected\Rules\Mutated\WAC\WAC_demo_3_5_1.txt,0,1,0,0,0,0,1
Mutation_Detected\Rules\Mutated\WAC\WAC_demo_3_5_2.txt,0,1,0,0,0,0,1
Mutation_Detected\Rules\Mutated\WAC\WAC_demo_3_6_1.txt,0,1,0,0,0,0,1
Mutation_Detected\Rules\Mutated\WAC\WAC_demo_3_6_2.txt,0,1,0,0,0,0,1
Mutation_Detected\Rules\Mutated\WAC\WAC_irrigation_0_1_1.txt,1,1,0,0,0,0,1
Mutation_Detected\Rules\Mutated\WAC\WAC_irrigation_0_1_10.txt,1,1,0,0,0,0,1
Mutation_Detected\Rules\Mutated\WAC\WAC_irrigation_0_1_11.txt,1,1,0,0,0,0,1
Mutation_Detected\Rules\Mutated\WAC\WAC_irrigation_0_1_12.txt,0,1,0,0,0,0,1
Mutation_Detected\Rules\Mutated\WAC\WAC_irrigation_0_1_13.txt,1,1,0,0,0,0,1
Mutation_Detected\Rules\Mutated\WAC\WAC_irrigation_0_1_14.txt,1,1,0,0,0,0,1
Mutation_Detected\Rules\Mutated\WAC\WAC_irrigation_0_1_15.txt,0,1,0,0,0,0,1
Mutation_Detected\Rules\Mutated\WAC\WAC_irrigation_0_1_16.txt,1,1,0,0,0,0,1
Mutation_Detected\Rules\Mutated\WAC\WAC_irrigation_0_1_17.txt,1,1,0,0,0,0,1
Mutation_Detected\Rules\Mutated\WAC\WAC_irrigation_0_1_18.txt,0,1,0,0,0,0,1
Mutation_Detected\Rules\Mutated\WAC\WAC_irrigation_0_1_19.txt,1,1,0,0,0,0,1
Mutation_Detected\Rules\Mutated\WAC\WAC_irrigation_0_1_2.txt,1,1,0,0,0,0,1
Mutation_Detected\Rules\Mutated\WAC\WAC_irrigation_0_1_20.txt,1,1,0,0,0,0,1
Mutation_Detected\Rules\Mutated\WAC\WAC_irrigation_0_1_21.txt,0,1,0,0,0,0,1
Mutation_Detected\Rules\Mutated\WAC\WAC_irrigation_0_1_22.txt,1,1,0,0,0,0,1
Mutation_Detected\Rules\Mutated\WAC\WAC_irrigation_0_1_23.txt,1,1,0,0,0,0,1
Mutation_Detected\Rules\Mutated\WAC\WAC_irrigation_0_1_24.txt,0,1,0,0,0,0,1
Mutation_Detected\Rules\Mutated\WAC\WAC_irrigation_0_1_25.txt,1,1,0,0,0,0,1
Mutation_Detected\Rules\Mutated\WAC\WAC_irrigation_0_1_26.txt,1,1,0,0,0,0,1
Mutation_Detected\Rules\Mutated\WAC\WAC_irrigation_0_1_27.txt,0,1,0,0,0,0,1
Mutation_Detected\Rules\Mutated\WAC\WAC_irrigation_0_1_28.txt,1,1,0,0,0,0,1
Mutation_Detected\Rules\Mutated\WAC\WAC_irrigation_0_1_29.txt,1,1,0,0,0,0,1
Mutation_Detected\Rules\Mutated\WAC\WAC_irrigation_0_1_3.txt,0,1,0,0,0,0,1
Mutation_Detected\Rules\Mutated\WAC\WAC_irrigation_0_1_30.txt,0,1,0,0,0,0,1
Mutation_Detected\Rules\Mutated\WAC\WAC_irrigation_0_1_31.txt,1,1,0,0,0,0,1
Mutation_Detected\Rules\Mutated\WAC\WAC_irrigation_0_1_32.txt,1,1,0,0,0,0,1
Mutation_Detected\Rules\Mutated\WAC\WAC_irrigation_0_1_33.txt,0,1,0,0,0,0,1
Mutation_Detected\Rules\Mutated\WAC\WAC_irrigation_0_1_34.txt,1,1,0,0,0,0,1
Mutation_Detected\Rules\Mutated\WAC\WAC_irrigation_0_1_35.txt,1,1,0,0,0,0,1
Mutation_Detected\Rules\Mutated\WAC\WAC_irrigation_0_1_36.txt,0,1,0,0,0,0,1
Mutation_Detected\Rules\Mutated\WAC\WAC_irrigation_0_1_4.txt,1,1,0,0,0,0,1
Mutation_Detected\Rules\Mutated\WAC\WAC_irrigation_0_1_5.txt,1,1,0,0,0,0,1
Mutation_Detected\Rules\Mutated\WAC\WAC_irrigation_0_1_6.txt,0,1,0,0,0,0,1
Mutation_Detected\Rules\Mutated\WAC\WAC_irrigation_0_1_7.txt,1,1,0,0,0,0,1
Mutation_Detected\Rules\Mutated\WAC\WAC_irrigation_0_1_8.txt,1,1,0,0,0,0,1
Mutation_Detected\Rules\Mutated\WAC\WAC_irrigation_0_1_9.txt,0,1,0,0,0,0,1
Mutation_Detected\Rules\Mutated\WAC\WAC_irrigation_0_2_1.txt,0,1,0,0,0,0,1
Mutation_Detected\Rules\Mutated\WAC\WAC_irrigation_0_2_10.txt,0,1,0,0,0,0,1
Mutation_Detected\Rules\Mutated\WAC\WAC_irrigation_0_2_11.txt,0,1,0,0,0,0,1
Mutation_Detected\Rules\Mutated\WAC\WAC_irrigation_0_2_12.txt,0,1,0,0,0,0,1
Mutation_Detected\Rules\Mutated\WAC\WAC_irrigation_0_2_13.txt,0,1,0,0,0,0,1
Mutation_Detected\Rules\Mutated\WAC\WAC_irrigation_0_2_14.txt,0,1,0,0,0,0,1
Mutation_Detected\Rules\Mutated\WAC\WAC_irrigation_0_2_15.txt,0,1,0,0,0,0,1
Mutation_Detected\Rules\Mutated\WAC\WAC_irrigation_0_2_16.txt,0,1,0,0,0,0,1
Mutation_Detected\Rules\Mutated\WAC\WAC_irrigation_0_2_17.txt,0,1,0,0,0,0,1
Mutation_Detected\Rules\Mutated\WAC\WAC_irrigation_0_2_18.txt,0,1,0,0,0,0,1
Mutation_Detected\Rules\Mutated\WAC\WAC_irrigation_0_2_19.txt,0,1,0,0,0,0,1
Mutation_Detected\Rules\Mutated\WAC\WAC_irrigation_0_2_2.txt,0,1,0,0,0,0,1
Mutation_Detected\Rules\Mutated\WAC\WAC_irrigation_0_2_20.txt,0,1,0,0,0,0,1
Mutation_Detected\Rules\Mutated\WAC\WAC_irrigation_0_2_21.txt,0,1,0,0,0,0,1
Mutation_Detected\Rules\Mutated\WAC\WAC_irrigation_0_2_22.txt,0,1,0,0,0,0,1
Mutation_Detected\Rules\Mutated\WAC\WAC_irrigation_0_2_23.txt,0,1,0,0,0,0,1
Mutation_Detected\Rules\Mutated\WAC\WAC_irrigation_0_2_24.txt,0,1,0,0,0,0,1
Mutation_Detected\Rules\Mutated\WAC\WAC_irrigation_0_2_25.txt,0,1,0,0,0,0,1
Mutation_Detected\Rules\Mutated\WAC\WAC_irrigation_0_2_26.txt,0,1,0,0,0,0,1
Mutation_Detected\Rules\Mutated\WAC\WAC_irrigation_0_2_27.txt,0,1,0,0,0,0,1
Mutation_Detected\Rules\Mutated\WAC\WAC_irrigation_0_2_28.txt,0,1,0,0,0,0,1
Mutation_Detected\Rules\Mutated\WAC\WAC_irrigation_0_2_29.txt,0,1,0,0,0,0,1
Mutation_Detected\Rules\Mutated\WAC\WAC_irrigation_0_2_3.txt,0,1,0,0,0,0,1
Mutation_Detected\Rules\Mutated\WAC\WAC_irrigation_0_2_30.txt,0,1,0,0,0,0,1
Mutation_Detected\Rules\Mutated\WAC\WAC_irrigation_0_2_31.txt,0,1,0,0,0,0,1
Mutation_Detected\Rules\Mutated\WAC\WAC_irrigation_0_2_32.txt,0,1,0,0,0,0,1
Mutation_Detected\Rules\Mutated\WAC\WAC_irrigation_0_2_33.txt,0,1,0,0,0,0,1
Mutation_Detected\Rules\Mutated\WAC\WAC_irrigation_0_2_34.txt,0,1,0,0,0,0,1
Mutation_Detected\Rules\Mutated\WAC\WAC_irrigation_0_2_35.txt,0,1,0,0,0,0,1
Mutation_Detected\Rules\Mutated\WAC\WAC_irrigation_0_2_36.txt,0,1,0,0,0,0,1
Mutation_Detected\Rules\Mutated\WAC\WAC_irrigation_0_2_4.txt,0,1,0,0,0,0,1
Mutation_Detected\Rules\Mutated\WAC\WAC_irrigation_0_2_5.txt,0,1,0,0,0,0,1
Mutation_Detected\Rules\Mutated\WAC\WAC_irrigation_0_2_6.txt,0,1,0,0,0,0,1
Mutation_Detected\Rules\Mutated\WAC\WAC_irrigation_0_2_7.txt,0,1,0,0,0,0,1
Mutation_Detected\Rules\Mutated\WAC\WAC_irrigation_0_2_8.txt,0,1,0,0,0,0,1
Mutation_Detected\Rules\Mutated\WAC\WAC_irrigation_0_2_9.txt,0,1,0,0,0,0,1
Mutation_Detected\Rules\Mutated\WAC\WAC_irrigation_0_4_1.txt,0,1,0,0,0,0,1
Mutation_Detected\Rules\Mutated\WAC\WAC_irrigation_0_4_10.txt,0,1,0,0,0,0,1
Mutation_Detected\Rules\Mutated\WAC\WAC_irrigation_0_4_11.txt,0,1,0,0,0,0,1
Mutation_Detected\Rules\Mutated\WAC\WAC_irrigation_0_4_12.txt,0,1,0,0,0,0,1
Mutation_Detected\Rules\Mutated\WAC\WAC_irrigation_0_4_13.txt,0,1,0,0,0,0,1
Mutation_Detected\Rules\Mutated\WAC\WAC_irrigation_0_4_14.txt,0,1,0,0,0,0,1
Mutation_Detected\Rules\Mutated\WAC\WAC_irrigation_0_4_15.txt,0,1,0,0,0,0,1
Mutation_Detected\Rules\Mutated\WAC\WAC_irrigation_0_4_16.txt,0,1,0,0,0,0,1
Mutation_Detected\Rules\Mutated\WAC\WAC_irrigation_0_4_17.txt,0,1,0,0,0,0,1
Mutation_Detected\Rules\Mutated\WAC\WAC_irrigation_0_4_18.txt,0,1,0,0,0,0,1
Mutation_Detected\Rules\Mutated\WAC\WAC_irrigation_0_4_19.txt,0,1,0,0,0,0,1
Mutation_Detected\Rules\Mutated\WAC\WAC_irrigation_0_4_2.txt,0,1,0,0,0,0,1
Mutation_Detected\Rules\Mutated\WAC\WAC_irrigation_0_4_20.txt,0,1,0,0,0,0,1
Mutation_Detected\Rules\Mutated\WAC\WAC_irrigation_0_4_21.txt,0,1,0,0,0,0,1
Mutation_Detected\Rules\Mutated\WAC\WAC_irrigation_0_4_22.txt,0,1,0,0,0,0,1
Mutation_Detected\Rules\Mutated\WAC\WAC_irrigation_0_4_3.txt,0,1,0,0,0,0,1
Mutation_Detected\Rules\Mutated\WAC\WAC_irrigation_0_4_4.txt,0,1,0,0,0,0,1
Mutation_Detected\Rules\Mutated\WAC\WAC_irrigation_0_4_5.txt,0,1,0,0,0,0,1
Mutation_Detected\Rules\Mutated\WAC\WAC_irrigation_0_4_6.txt,0,1,0,0,0,0,1
Mutation_Detected\Rules\Mutated\WAC\WAC_irrigation_0_4_7.txt,0,1,0,0,0,0,1
Mutation_Detected\Rules\Mutated\WAC\WAC_irrigation_0_4_8.txt,0,1,0,0,0,0,1
Mutation_Detected\Rules\Mutated\WAC\WAC_irrigation_0_4_9.txt,0,1,0,0,0,0,1
Mutation_Detected\Rules\Mutated\WAC\WAC_irrigation_0_6_1.txt,0,1,0,0,0,0,1
Mutation_Detected\Rules\Mutated\WAC\WAC_irrigation_0_6_10.txt,0,1,0,0,0,0,1
Mutation_Detected\Rules\Mutated\WAC\WAC_irrigation_0_6_11.txt,0,1,0,0,0,0,1
Mutation_Detected\Rules\Mutated\WAC\WAC_irrigation_0_6_12.txt,0,1,0,0,0,0,1
Mutation_Detected\Rules\Mutated\WAC\WAC_irrigation_0_6_2.txt,0,1,0,0,0,0,1
Mutation_Detected\Rules\Mutated\WAC\WAC_irrigation_0_6_3.txt,0,1,0,0,0,0,1
Mutation_Detected\Rules\Mutated\WAC\WAC_irrigation_0_6_4.txt,0,1,0,0,0,0,1
Mutation_Detected\Rules\Mutated\WAC\WAC_irrigation_0_6_5.txt,0,1,0,0,0,0,1
Mutation_Detected\Rules\Mutated\WAC\WAC_irrigation_0_6_6.txt,0,1,0,0,0,0,1
Mutation_Detected\Rules\Mutated\WAC\WAC_irrigation_0_6_7.txt,0,1,0,0,0,0,1
Mutation_Detected\Rules\Mutated\WAC\WAC_irrigation_0_6_8.txt,0,1,0,0,0,0,1
Mutation_Detected\Rules\Mutated\WAC\WAC_irrigation_0_6_9.txt,0,1,0,0,0,0,1
Mutation_Detected\Rules\Mutated\WAC\WAC_irrigation_2_0_1.txt,0,1,0,0,0,0,1
Mutation_Detected\Rules\Mutated\WAC\WAC_irrigation_2_1_1.txt,0,1,1,0,0,0,1
Mutation_Detected\Rules\Mutated\WAC\WAC_irrigation_2_1_2.txt,0,1,1,0,0,0,1
Mutation_Detected\Rules\Mutated\WAC\WAC_irrigation_2_1_3.txt,0,1,1,0,0,0,1
Mutation_Detected\Rules\Mutated\WAC\WAC_irrigation_2_4_1.txt,1,1,0,0,0,0,1
Mutation_Detected\Rules\Mutated\WAC\WAC_irrigation_2_4_2.txt,0,1,0,0,0,0,1
Mutation_Detected\Rules\Mutated\WAC\WAC_irrigation_2_6_1.txt,0,1,1,0,0,0,1
Mutation_Detected\Rules\Mutated\WAC\WAC_irrigation_3_0_1.txt,0,1,0,0,0,0,1
Mutation_Detected\Rules\Mutated\WAC\WAC_irrigation_3_1_1.txt,0,1,0,0,0,0,1
Mutation_Detected\Rules\Mutated\WAC\WAC_irrigation_3_1_2.txt,0,1,0,0,0,0,1
Mutation_Detected\Rules\Mutated\WAC\WAC_irrigation_3_1_3.txt,0,1,0,0,0,0,1
Mutation_Detected\Rules\Mutated\WAC\WAC_irrigation_3_2_1.txt,0,1,0,0,0,0,1
Mutation_Detected\Rules\Mutated\WAC\WAC_irrigation_3_2_2.txt,0,1,0,0,0,0,1
Mutation_Detected\Rules\Mutated\WAC\WAC_irrigation_3_2_3.txt,0,1,0,0,0,0,1
Mutation_Detected\Rules\Mutated\WAC\WAC_irrigation_3_4_1.txt,0,1,0,0,0,0,1
Mutation_Detected\Rules\Mutated\WAC\WAC_irrigation_3_4_2.txt,0,1,0,0,0,0,1
Mutation_Detected\Rules\Mutated\WAC\WAC_irrigation_3_6_1.txt,0,1,0,0,0,0,1
Mutation_Detected\Rules\Mutated\WAC\WAC_irrigation_5_0_1.txt,0,1,0,0,0,1,1
Mutation_Detected\Rules\Mutated\WAC\WAC_irrigation_5_0_2.txt,0,1,0,0,0,1,1
Mutation_Detected\Rules\Mutated\WAC\WAC_irrigation_5_1_1.txt,0,1,0,0,0,1,1
Mutation_Detected\Rules\Mutated\WAC\WAC_irrigation_5_1_2.txt,0,1,0,0,0,1,1
Mutation_Detected\Rules\Mutated\WAC\WAC_irrigation_5_1_3.txt,0,1,0,0,0,1,1
Mutation_Detected\Rules\Mutated\WAC\WAC_irrigation_5_1_4.txt,0,1,0,0,0,1,1
Mutation_Detected\Rules\Mutated\WAC\WAC_irrigation_5_1_5.txt,0,1,0,0,0,1,1
Mutation_Detected\Rules\Mutated\WAC\WAC_irrigation_5_1_6.txt,0,1,0,0,0,1,1
Mutation_Detected\Rules\Mutated\WAC\WAC_irrigation_5_2_1.txt,0,1,0,0,0,1,1
Mutation_Detected\Rules\Mutated\WAC\WAC_irrigation_5_2_2.txt,0,1,0,0,0,1,1
Mutation_Detected\Rules\Mutated\WAC\WAC_irrigation_5_2_3.txt,0,1,0,0,0,1,1
Mutation_Detected\Rules\Mutated\WAC\WAC_irrigation_5_2_4.txt,0,1,0,0,0,1,1
Mutation_Detected\Rules\Mutated\WAC\WAC_irrigation_5_2_5.txt,0,1,0,0,0,1,1
Mutation_Detected\Rules\Mutated\WAC\WAC_irrigation_5_2_6.txt,0,1,0,0,0,1,1
Mutation_Detected\Rules\Mutated\WAC\WAC_irrigation_5_4_1.txt,0,1,0,0,0,1,1
Mutation_Detected\Rules\Mutated\WAC\WAC_irrigation_5_4_2.txt,0,1,0,0,0,1,1
Mutation_Detected\Rules\Mutated\WAC\WAC_irrigation_5_4_3.txt,0,1,0,0,0,1,1
Mutation_Detected\Rules\Mutated\WAC\WAC_irrigation_5_4_4.txt,0,1,0,0,0,1,1
Mutation_Detected\Rules\Mutated\WAC\WAC_irrigation_5_6_1.txt,0,1,0,1,0,1,1
Mutation_Detected\Rules\Mutated\WAC\WAC_irrigation_5_6_2.txt,0,1,0,1,0,1,1
Mutation_Detected\Rules\Mutated\WAC\WAC_LightColor_1_0_1.txt,0,1,1,0,0,0,1
Mutation_Detected\Rules\Mutated\WAC\WAC_LightColor_1_0_2.txt,0,1,1,0,0,0,1
Mutation_Detected\Rules\Mutated\WAC\WAC_LightColor_1_0_3.txt,0,1,1,0,0,0,1
Mutation_Detected\Rules\Mutated\WAC\WAC_LightColor_1_0_4.txt,0,1,1,0,0,0,1
Mutation_Detected\Rules\Mutated\WAC\WAC_LightColor_1_0_5.txt,0,1,1,0,0,0,1
Mutation_Detected\Rules\Mutated\WAC\WAC_LightColor_1_0_6.txt,0,1,1,0,0,0,1
Mutation_Detected\Rules\Mutated\WAC\WAC_MiLight_1_0_1.txt,0,1,0,0,1,0,1
Mutation_Detected\Rules\Mutated\WAC\WAC_MiLight_1_2_1.txt,0,1,0,0,1,0,1
Mutation_Detected\Rules\Mutated\WAC\WAC_MiLight_1_3_1.txt,0,1,0,0,1,0,1
Mutation_Detected\Rules\Mutated\WAC\WAC_MiLight_2_0_1.txt,0,1,0,0,1,0,1
Mutation_Detected\Rules\Mutated\WAC\WAC_MiLight_2_1_1.txt,0,1,0,0,1,0,1
Mutation_Detected\Rules\Mutated\WAC\WAC_MiLight_2_3_1.txt,0,1,0,0,1,0,1
Mutation_Detected\Rules\Mutated\WAC\WAC_MiLight_4_0_1.txt,0,1,0,0,1,0,1
Mutation_Detected\Rules\Mutated\WAC\WAC_MiLight_4_0_2.txt,0,1,0,0,0,0,1
Mutation_Detected\Rules\Mutated\WAC\WAC_MiLight_4_0_3.txt,0,1,0,0,0,0,1
Mutation_Detected\Rules\Mutated\WAC\WAC_MiLight_4_0_4.txt,0,1,0,0,0,0,1
Mutation_Detected\Rules\Mutated\WAC\WAC_MiLight_4_0_5.txt,0,1,0,0,0,0,1
Mutation_Detected\Rules\Mutated\WAC\WAC_MiLight_4_1_1.txt,0,1,0,0,1,0,1
Mutation_Detected\Rules\Mutated\WAC\WAC_MiLight_4_1_2.txt,0,1,0,0,1,0,1
Mutation_Detected\Rules\Mutated\WAC\WAC_MiLight_4_1_3.txt,0,1,0,0,1,0,1
Mutation_Detected\Rules\Mutated\WAC\WAC_MiLight_4_1_4.txt,0,1,0,0,1,0,1
Mutation_Detected\Rules\Mutated\WAC\WAC_MiLight_4_1_5.txt,0,1,0,0,1,0,1
Mutation_Detected\Rules\Mutated\WAC\WAC_MiLight_4_2_1.txt,0,1,0,0,1,0,1
Mutation_Detected\Rules\Mutated\WAC\WAC_MiLight_4_2_2.txt,0,1,0,0,1,0,1
Mutation_Detected\Rules\Mutated\WAC\WAC_MiLight_4_2_3.txt,0,1,0,0,1,0,1
Mutation_Detected\Rules\Mutated\WAC\WAC_MiLight_4_2_4.txt,0,1,0,0,1,0,1
Mutation_Detected\Rules\Mutated\WAC\WAC_MiLight_4_2_5.txt,0,1,0,0,1,0,1
Mutation_Detected\Rules\Mutated\WAC\WAC_MiLight_4_3_1.txt,0,1,0,0,1,0,1
Mutation_Detected\Rules\Mutated\WAC\WAC_MiLight_4_3_2.txt,0,1,0,0,0,0,1
Mutation_Detected\Rules\Mutated\WAC\WAC_MiLight_4_3_3.txt,0,1,0,0,0,0,1
Mutation_Detected\Rules\Mutated\WAC\WAC_MiLight_4_3_4.txt,0,1,0,0,0,0,1
Mutation_Detected\Rules\Mutated\WAC\WAC_MiLight_4_3_5.txt,0,1,0,0,0,0,1
Mutation_Detected\Rules\Mutated\WAC\WAC_OwnTracks_1_3_1.txt,0,1,0,0,0,0,1
Mutation_Detected\Rules\Mutated\WAC\WAC_OwnTracks_1_3_2.txt,0,1,0,0,0,0,1
Mutation_Detected\Rules\Mutated\WAC\WAC_OwnTracks_1_3_3.txt,0,1,0,0,0,0,1
Mutation_Detected\Rules\Mutated\WAC\WAC_OwnTracks_1_3_4.txt,0,1,0,0,0,0,1
Mutation_Detected\Rules\Mutated\WAC\WAC_OwnTracks_1_3_5.txt,0,1,0,0,0,0,1
Mutation_Detected\Rules\Mutated\WAC\WAC_OwnTracks_1_3_6.txt,0,1,0,0,0,0,1
Mutation_Detected\Rules\Mutated\WAC\WAC_OwnTracks_1_3_7.txt,0,1,0,0,0,1,1
Mutation_Detected\Rules\Mutated\WAC\WAC_OwnTracks_1_4_1.txt,0,1,0,0,0,0,1
Mutation_Detected\Rules\Mutated\WAC\WAC_OwnTracks_1_4_2.txt,0,1,0,0,0,0,1
Mutation_Detected\Rules\Mutated\WAC\WAC_OwnTracks_1_4_3.txt,0,1,0,0,0,0,1
Mutation_Detected\Rules\Mutated\WAC\WAC_OwnTracks_1_4_4.txt,0,1,0,0,0,0,1
Mutation_Detected\Rules\Mutated\WAC\WAC_OwnTracks_1_4_5.txt,0,1,0,0,0,0,1
Mutation_Detected\Rules\Mutated\WAC\WAC_OwnTracks_1_4_6.txt,0,1,0,0,0,0,1
Mutation_Detected\Rules\Mutated\WAC\WAC_OwnTracks_1_4_7.txt,0,1,0,0,0,1,1
Mutation_Detected\Rules\Mutated\WAC\WAC_OwnTracks_1_5_1.txt,0,1,0,0,0,0,1
Mutation_Detected\Rules\Mutated\WAC\WAC_OwnTracks_1_5_2.txt,0,1,0,0,0,0,1
Mutation_Detected\Rules\Mutated\WAC\WAC_OwnTracks_1_5_3.txt,0,1,0,0,0,0,1
Mutation_Detected\Rules\Mutated\WAC\WAC_OwnTracks_1_5_4.txt,0,1,0,0,0,0,1
Mutation_Detected\Rules\Mutated\WAC\WAC_OwnTracks_1_5_5.txt,0,1,0,0,0,0,1
Mutation_Detected\Rules\Mutated\WAC\WAC_OwnTracks_1_5_6.txt,0,1,0,0,0,0,1
Mutation_Detected\Rules\Mutated\WAC\WAC_OwnTracks_1_5_7.txt,0,1,0,0,0,1,1
Mutation_Detected\Rules\Mutated\WAC\WAC_OwnTracks_1_6_1.txt,0,1,0,0,0,0,1
Mutation_Detected\Rules\Mutated\WAC\WAC_OwnTracks_1_6_2.txt,0,1,0,0,0,0,1
Mutation_Detected\Rules\Mutated\WAC\WAC_OwnTracks_1_6_3.txt,0,1,0,0,0,0,1
Mutation_Detected\Rules\Mutated\WAC\WAC_OwnTracks_1_6_4.txt,0,1,0,0,0,0,1
Mutation_Detected\Rules\Mutated\WAC\WAC_OwnTracks_1_6_5.txt,0,1,0,0,0,0,1
Mutation_Detected\Rules\Mutated\WAC\WAC_OwnTracks_1_6_6.txt,0,1,0,0,0,0,1
Mutation_Detected\Rules\Mutated\WAC\WAC_OwnTracks_1_6_7.txt,0,1,0,0,0,1,1
Mutation_Detected\Rules\Mutated\WAC\WAC_OwnTracks_2_3_1.txt,0,0,0,0,0,0,0
Mutation_Detected\Rules\Mutated\WAC\WAC_OwnTracks_2_3_2.txt,0,0,0,0,0,0,0
Mutation_Detected\Rules\Mutated\WAC\WAC_OwnTracks_2_4_1.txt,0,1,0,0,0,0,1
Mutation_Detected\Rules\Mutated\WAC\WAC_OwnTracks_2_4_2.txt,0,1,0,0,0,0,1
Mutation_Detected\Rules\Mutated\WAC\WAC_OwnTracks_2_5_1.txt,0,1,0,0,0,0,1
Mutation_Detected\Rules\Mutated\WAC\WAC_OwnTracks_2_5_2.txt,0,1,0,0,0,0,1
Mutation_Detected\Rules\Mutated\WAC\WAC_OwnTracks_2_6_1.txt,0,1,0,0,0,0,1
Mutation_Detected\Rules\Mutated\WAC\WAC_OwnTracks_2_6_2.txt,0,1,0,0,0,0,1
Mutation_Detected\Rules\Mutated\WAC\WAC_WateringSystem_5_0_1.txt,0,1,0,0,0,0,1
Mutation_Detected\Rules\Mutated\WAC\WAC_WateringSystem_5_0_2.txt,0,1,0,0,0,0,1
Mutation_Detected\Rules\Mutated\WAC\WAC_WateringSystem_5_0_3.txt,0,1,0,0,0,0,1
Mutation_Detected\Rules\Mutated\WAC\WAC_WateringSystem_5_0_4.txt,0,1,0,0,0,0,1
Mutation_Detected\Rules\Mutated\WAC\WAC_WateringSystem_5_0_5.txt,0,1,0,0,0,0,1
